hpo_id	hpo_name	comment	definition_x
HP:0410346	Increased urinary galactosylated oligosaccharide		An abnormal increase in the concentration of galactosylated oligosaccharides in urine. [https://orcid.org/0000-0001-9969-8610, PMID:23676310]
HP:0008162	Asymptomatic hyperammonemia		An increased concentration of ammonia in the blood not associated with symptoms such as encephalopathy. [https://orcid.org/0000-0002-0736-9199]
HP:0002050	Macroorchidism, postpubertal		
HP:0003782	Eunuchoid habitus		A body habitus that is tall, slim and underweight, with long legs and long arms (i.e., arm span exceeds height by 5 cm or more). [https://orcid.org/0000-0002-0736-9199]
HP:0009918	Ectopia pupillae		A malposition of the pupil owing to a developmental defect of the iris. [https://orcid.org/0000-0001-8727-6592, https://orcid.org/0000-0002-0736-9199]
HP:0031171	Femoral spur		A bony projection (spur, osteophyte) originating from the femur, often in the medial femoral neck. []
HP:0007688	Undetectable light- and dark-adapted electroretinogram		Absence of the combined rod-and-cone response on electroretinogram. [https://orcid.org/0000-0002-0736-9199]
HP:0030466	Abnormal full-field electroretinogram		
HP:0030329	Retinal thinning		Reduced anteroposterior thickness of the retina. This phenotype can be appreciated by retinal optical coherence tomography (OCT). [https://orcid.org/0000-0002-0736-9199]
HP:0008323	Abnormal light- and dark-adapted electroretinogram	The dark-adapted 3.0 ERG can be used to elicit a combined rod-cone response.	An abnormality of the combined rod-and-cone response on electroretinogram. [https://orcid.org/0000-0002-0736-9199]
HP:0000900	Thickened ribs		Increased thickness (diameter) of ribs. [https://orcid.org/0000-0002-0736-9199]
HP:0000654	Decreased light- and dark-adapted electroretinogram amplitude		Descreased amplitude of eletrical response upon electroretinography. [https://orcid.org/0000-0002-0736-9199]
HP:0030823	Scleral thickening		Increased dimension of the sclera in the anterior-posterior axis. [https://orcid.org/0000-0002-0736-9199]
HP:0008301	Dermatan sulfate excretion in urine	Dermatan sulfate is a a glycosaminoglycan (mucopolysaccharide) found in skin, blood vessels, heart valves, tendons, and lungs.	An increased concentration of dermatan sulfate in the urine. [HPO_CONTRIBUTOR:gcarletti]
HP:0006454	Delayed patellar ossification	The patella initially ossifies at between three and five years, commencing as multiple foci that rapidly coalesce. As the patellar ossification center enlarges the expanding margins may be irregular and associated with accessory ossification centers. These are most common superolaterally and may lead to the development of a bipartite patella. The bipartite patella has cartilaginous continuity despite the appearance of osseous discontinuity. The patella expands to all cartilaginous contours during late adolescence when the epiphyseal ossification centers around the knee are also in the final stages of maturation. The only cartilage not replaced is that occupying the superior two-thirds of the articular surface (the lower one-third is covered by the fat pad). The subchondral plate does not assume the actual articular contours until the late stages of osseous maturation (after ten to twelve years). Accordingly, typical measurements such as medial and lateral angulation cannot be accurately done prior to the final stages of patellar ossification expansion and maturation (PMID:6729496).	Formation of bone in the patella later than normal. [https://orcid.org/0000-0002-0736-9199, PMID:6729496]
HP:0007992	Lattice retinal degeneration		
HP:0012069	Keratan sulfate excretion in urine	Keratan sulfate is a a glycosaminoglycan.	An increased concentration of keratan sulfate in the urine. [https://orcid.org/0000-0002-0736-9199]
HP:0012019	Lens luxation		Complete dislocation of the lens of the eye. [https://orcid.org/0000-0002-0736-9199]
HP:0004557	Anterior vertebral fusion		
HP:0008271	Abnormal cartilage collagen		Abnormal morphology of collagen fibers in cartilage. In cartilage, collagen II, actually a collagen II:IX:XI heterofibril, is by far the most important type of collagen. A number of abnormalities may be appreciated by electron micrography or biochemical investigations, including sparse collagen fibers in the cartilage matrix. [https://orcid.org/0000-0002-0736-9199, PMID:11879535, PMID:7757081, PMID:9468540]
HP:0011809	Paradoxical myotonia	In classic myotonia the myotonia improves as muscles warm up, whereas in paradoxical myotonia (paramyotonia) it worsens with repeated muscle contractions.	A type of myotonia that worsens with repeated muscle contractions. [https://orcid.org/0000-0002-0736-9199, PMID:7678441]
HP:0031372	Cold paresis		Increased muscle weakness upon exposure to cold temperatures. [PMID:20803025]
HP:0012901	Myotonia of the jaw		Slowed relaxation of muscles in the jaw. [HPO_CONTRIBUTOR:UToronto_htrang]
HP:0012900	Myotonia of the face		Slowed relaxation of muscles in the face. [HPO_CONTRIBUTOR:UToronto_htrang]
HP:0012904	Cold-sensitive myotonia		An involuntary and painless delay in the relaxation of skeletal muscle following contraction or electrical stimulation that is induced by exposure to cold. [HPO_CONTRIBUTOR:UToronto_htrang, PMID:14617673]
HP:0012903	Myotonia of the upper limb		Slowed relaxation of muscles in the arm. [HPO_CONTRIBUTOR:UToronto_htrang]
HP:0012892	Facial muscle hypertrophy		Hypertrophy of one or more muscles innervated by the facial nerve (the seventh cranial nerve). [HPO_CONTRIBUTOR:UToronto_htrang]
HP:0025081	Darier's sign		A skin change elicited by briskly rubbing the skin lesion in urticaria pigmentosa (UP), whereby the area begins to itch and becomes raised and surrounded by erythema. Unlike other forms of dermatographism, Darier's sign refers to urtication that is limited to the UP involved areas and, as in this case, spares the skin unaffected by UP. [PMID:24701633]
HP:0007583	Telangiectasia macularis eruptiva perstans		
HP:0025533	Peau d'orange	A swelling of the skin in which the skin is tethered by the sweat ducts it contains producing tiny dimples. THe overall appearance is said to resemble the skin (peal) of an orange.	
HP:0031693	Severe Epstein Barr virus infection		An unusually severe Epstein Barr virus (EBV) infection. []
HP:0031692	Severe cytomegalovirus infection	A typical mononucleosis syndrome consists of an acute febrile illness with an increase of 50 percent or more in the number of lymphocytes or monocytes, with at least 10 percent of the lymphocytes being atypical. Immunocompromised patients may experience more severe complications such as CMV retinitis.	An unusually severe infection by cytomegalovirus. [PMID:12588074]
HP:0011956	Intestinal lymphoid nodular hyperplasia		A lymphoproliferative abnormality of the intestine characterized by numerous visible mucosal nodules measuring up to, and rarely exceeding, 0.5 cm in diameter Histologically, hyperplastic lymphoid follicles with large germinal centres are seen in the lamina propria and superficial submucosa. There is enlargement of the mucosal B cell follicles caused by hyperplasia of the follicle centres; surrounded by a normal appearing mantle zone. Disease may involve the stomach, the entire small intestine, and the large intestine. [https://orcid.org/0000-0002-0736-9199, PMID:21481240]
HP:0031041	Obstruction of the superior vena cava	Diagnosis of superior vena cava obstruction may be made by computed tomography with contrast and other means.	Blockage of blood flow through the superior vena cava (SVC). Because the venous drainage from the upper extremities, upper thorax and head is obstructed, SVC obstruction presents with symptoms related to engorgement of these areas. Both the degree of SVC compromise and the extent of collateral veins determine the varied clinical presentation, which can be as mild as slight facial and upper extremity edema or as dire as intracranial swelling, seizures, hemodynamic instability and tracheal obstruction. []
HP:0031188	Genital edema		A buildup of fluid that causes swelling in the soft tissues of the genital area. []
HP:0020101	Invasive fungal infection	Invasive fungal infections are a significant health problem in immunocompromised patients. Major risk factors for IFI include neutropenia less than 500 neutrophils/ml for more than 10 days, haematological malignancies, bone marrow transplantation, prolonged (over 4 wk) treatment with corticosteroids; prolonged (over 7 days) stays in intensive care, chemotherapy, HIV infection, invasive medical procedures, and the newer immune suppressive agents.	Fungal infection characterized by invasion of host tissues. [PMID:24718393]
HP:0033581	Absent peripheral lymph nodes in presence of infection		The absence of any palpable lymph nodes in the presence of symptoms suggesting infection in that drainage area should raise suspicion for immunodeficiency diseases. []
HP:0006527	Lymphocytic interstitial pneumonia	Lymphocytic interstitial pneumonitis is assumed to be a pathological immunologic response to different triggers and are particularly associated with autoimmune and infectious diseases as well as immunodeficiency. Associated clinical manifestations often include fever, cough, and shortness of breath.	Lymphocytic interstitial pneumonitis is a benign lymphoproliferative disorder of the lung that is characterized by the presence of a dense, predominantly lymphocytic interstitial infiltrate (lymphocytes, plasma cells, other elements of the lymphoreticular system) that expands the alveolar septa. [https://orcid.org/0000-0002-0736-9199, PMID:32040879]
HP:0006516	Hypersensitivity pneumonitis	Hypersensitivity pneumonitis may also be called many different names, based on the provoking antigen.	Hypersensitivity pneumonitis involves inhalation of an antigen. This leads to an exaggerated immune response and a following inflammation of the alveoli within the lungs. The main feature of chronic hypersensitivity pneumonitis on lung biopsies is expansion of the interstitium by lymphocytes accompanied by an occasional multinucleated giant cell or loose granuloma. After exposure to the provoking antigen, following symptoms can be seen: fever, chills, malaise, cough, hemoptysis, chest tightness, dyspnea, rash, swelling and headache and can be completely reversible, based on the duration of the illness, categorized as acute (HP:0011009), subacute (HP:0011011), and chronic (HP:0011010). [https://orcid.org/0000-0003-0113-912X, PMID:15316440, PMID:16635083, PMID:18051218]
HP:0033582	Pulmonary interstitial lymphocyte infiltration		Abnormal accumulation of lymphocytes in the interstitium of the lung. []
HP:0030877	Reduced FEV1/FVC ratio	A low FEV1/FVC ratio indicates an obstructive defect. There are several cutoffs in the literature. The first option is to follow the GOLD criteria, which use a cutoff of less than 70 percent. For patients five to 18 years of age, the National Asthma Education and Prevention Program guideline says that a ratio of less than 85 percent is consistent with an obstructive defect as long as the patient has symptoms consistent with obstructive lung disease. The second option is to follow the ATS criteria, which use the lower limit of normal (LLN) as the cutoff for adults. The LLN is a measurement less than the fifth percentile of spirometry data obtained from the Third National Health and Nutrition Examination Survey (NHANES III).	Abnormally low FEV1/FVC (FEV1 - forced expiratory volume in 1 second; FVC forced vital capacity). [https://orcid.org/0000-0003-4546-6667, PMID:22347750, PMID:24695507]
HP:0025393	Reticulonodular pattern on pulmonary HRCT		Co-occurrence of reticular and micronodular patterns on pulmonary high-resolution computed tomography. [PMID:23247773]
HP:0010038	Short 2nd metacarpal		Short second metacarpal bone because of developmental hypoplasia. [https://orcid.org/0000-0002-0736-9199]
HP:0009372	Type A2 brachydactyly		
HP:0100387	Aplasia of the middle phalanges of the toes		
HP:0011318	Bicoronal synostosis		Synostosis affecting the right and the left coronal suture. [https://orcid.org/0000-0002-2972-5481]
HP:0003561	Birth length less than 3rd percentile		
HP:0006640	Multiple rib fractures		More than one fracture of the ribs. [https://orcid.org/0000-0002-0736-9199]
HP:0006097	3-4 finger syndactyly		Syndactyly with fusion of fingers three and four. [https://orcid.org/0009-0006-4530-3154]
HP:0001233	2-3 finger syndactyly		Syndactyly with fusion of fingers two and three. [https://orcid.org/0009-0006-4530-3154]
HP:0005597	Congenital alopecia totalis		Loss of all scalp hair with congenital onset. [https://orcid.org/0000-0002-0736-9199]
HP:0009901	Crumpled ear	This is distinct from Stahl ear and Shell ear, with which the term has sometimes been conflated. The appearance often changes markedly after birth.	Distortion of the course of the normal folds of the ear and the appearance of supernumerary crura and folds. [PMID:19152421]
HP:0100693	Iridodonesis		Tremulousness of the iris on movement of the eye, occurring in subluxation of the lens. [https://orcid.org/0009-0006-4530-3154]
HP:0008113	Multiple plantar creases		
HP:0011995	Atrial septal dilatation	Atrial septal aneurysm formation may be secondary to raised interatrial pressure gradients, producing a bulging septal shift toward the low-pressure side. However, it has been also found in patients with normal atrial pressures, suggesting a primary (congenital) malformation.	A bulging of the interatrial septum towards one side. In adults, atrial septal aneurysm can be defined as a protrusion of the aneurysm of >10 mm beyond the plane of the atrial septum as measured by transesophageal echocardiography. [https://orcid.org/0000-0002-0736-9199, PMID:7758185]
HP:0006114	Multiple palmar creases		The presence of multiple creases on the palm of the hand (more than the normal three major creases (distal transverse crease, proximal transverse crease, and thenar crease). [https://orcid.org/0000-0002-0736-9199]
HP:0200141	Small, conical teeth		
HP:0010838	High nonceruloplasmin-bound serum copper		An increased concentration of non ceruloplasmin bound copper in the blood. [https://orcid.org/0000-0002-0736-9199]
HP:0100362	Aplasia of the phalanges of the 3rd toe		
HP:0025097	Eyelid myoclonus	Some literature refers to eyelid myoclonia as a disease entity (Jeavons syndrome) that is characterized by episodes of eyelid myoclonus with absences.	Marked, involuntary jerking of the eyelids. []
HP:0032667	Myoclonic status epilepticus	The myoclonic seizures are usually generalized. The duration or frequency of myoclonic jerks required to qualify as myoclonic status is not defined, but they should occur frequently and long enough to significantly impair functioning. A reasonable general definition might be that myoclonus must occur either (1) at least once every 10 seconds for longer than 10 minutes or (2) at least once a minute for longer than 30 minutes.	A type of motor status epilepticus with repeating bilateral sudden brief (less than 100 ms) involuntary single or multiple contraction of muscles or muscle groups of variable topography. [https://orcid.org/0000-0002-1735-8178, PMID:26336950]
HP:0100038	Slow-growing scalp hair		Scalp hair whose growth is slower than normal. [https://orcid.org/0000-0003-1773-4011]
HP:0032486	Elevated fecal osmolality		Abnormally high concentration of feces as assessed by the total number of solute particles per kilogram. []
HP:0032485	Abnormal fecal osmolality		Abnormal concentration of feces as assessed by the total number of solute particles per kilogram. []
HP:0003943	Abnormality of the joint spaces of the elbow		
HP:0031987	Diminished ability to concentrate		Being unable to focus one's attention or mental effort on a particular object or activity. [PMID:26386541]
HP:0031233	Horizontal inferior border of scapula		A morphological abnormality of the scapula in which there is a flat (horizontal) inferior edge of the scapula. The entire scapula is said to resemble a square, leading to the designation sqaring of the scapula (in Figure 1 of PMID:24706940 the scapulae have a roughly rectangular shape). [PMID:24706940]
HP:0006633	Glenoid fossa hypoplasia		Underdevelopment of the glenoid fossa, which is the cavity in the lateral part of the scapula which articulates with the head of the humerus. [https://orcid.org/0000-0002-0736-9199]
HP:0003274	Hypoplastic acetabulae		Underdeveloped acetabulae. [https://orcid.org/0000-0002-0736-9199]
HP:0008786	Iliac crest serration		Irregularities of the iliac crest that produce the appearance of a lace border around it. [https://orcid.org/0000-0002-0736-9199]
HP:0006059	Cone-shaped metacarpal epiphyses		A cone-shaped appearance of the epiphyses of the metacarpal bones, producing a 'ball-in-a-socket' appearance. This epiphyses are located at the distal ends of the metacarpal bones. [https://orcid.org/0000-0002-0736-9199]
HP:0100866	Short iliac bones		Underdevelopment of the iliac bones. [PMID:29019756]
HP:0003874	Humerus varus		
HP:0005322	Prominent nasal septum		
HP:0006200	Widened distal phalanges		
HP:0000756	Agoraphobia		A type of anxiety disorder characterized by avoidance of public places, especially where crowds gather. [https://orcid.org/0000-0002-0736-9199]
HP:0007086	Social and occupational deterioration		
HP:0001128	Trichiasis	Eyelash inversion.	Inversion and rubbing of the eyelashes against the globe of the eye. [https://orcid.org/0000-0002-0736-9199]
HP:0010775	Vascular ring		A developmental defect of the aortic arch system in which the trachea and esophagus are completely encircled by connected segments of the aortic arch and its branches. This occurs if the normal process of regression and persistence of the bilateral embryonic aortic arches fails. [https://orcid.org/0000-0002-0736-9199]
HP:0011477	Upbeat nystagmus	In most cases, paramedian lesions in the medulla oblongata or the midbrain are found, for example, in patients with multiple sclerosis, brainstem ischemia or tumors, or Wernicke's encephalopathy.	In primary position, the eyes drift slowly downward and then spontaneously beat upward. Upward gaze accentuates the nystagmus. The associated oscillopsias are often very irritating, but the symptoms are usually transient. [https://orcid.org/0000-0002-0736-9199, PMID:21505601]
HP:0025267	Snoring		Deep, noisy breathing during sleep accompanied by hoarse or harsh sounds caused by the vibration of respiratory structures (especially the soft palate) resulting in sound due to obstructed air movement during breathing while sleeping. []
HP:0003778	Short mandibular rami		
HP:0009902	Cleft helix	This may take the form of a sharp cleft or a less well-demarcated area. This should be distinguished from a Question-mark ear. If the defect or notch occurs at the junction of the superior and descending portions of the helix, it should be coded as Darwin notch of the helix.	A notched form of the helix of the ear. That is, a defect in the continuity of the helix, which may occur at any point along its length. [https://orcid.org/0000-0002-0736-9199, PMID:19152421]
HP:3000077	Abnormal mandible condylar process morphology		An abnormality of a mandible condylar process. []
HP:3000003	Abnormal mandibular ramus morphology		An abnormality of a mandibular ramus. []
HP:0007628	Mandibular condyle hypoplasia		
HP:0007627	Mandibular condyle aplasia		
HP:0030022	Question mark ear	Relatively few cases have been reported. Variation from a small notch to complete separation of the helix from the lobe is noted, there may be unilateral or bilateral involvement. The lobe is relatively laterally recessed compared to the upper portion of the ear and the scapha may be absent. This is distinct from a Cleft helix where the cleft is within the helix.	Cleft between the helix and the lobe. [eom:cffbc3de49dbb172, PMID:19152421]
HP:0005790	Short mandibular condyles		
HP:0012742	Thin fingernail	No objective standard for nail thickness could be identified. An unsupported claim suggests that nails are 0.5 mm in females and 0.6 mm in males (http://www.emedicine.com/orthoped/topic421.htm). Thin nails are usually brittle, may easily fray, or break at the free edge. Thin nails usually grow slowly but this definition does not require slow growth of the nail. Note that the term koilonychia is an abnormal shape of the fingernail where the nail has raised ridges and is thin and concave. Since it include other characteristics besides thin nails, it should not be used to indicate this. The affected digits should be specified.	Fingernail that appears thin when viewed on end. [https://orcid.org/0000-0002-0736-9199, PMID:19125433]
HP:0031238	Necklace skeletal muscle fibers		A histological alteration of muscle fibers that resembles a necklace (necklace fibers). A substantial proportion of fibers (4-20% in PMID:19084976) show internalized nuclei aligned in a basophilic ring (necklace) at 3 micrometers beneath the sarcolemma. Ultrastructurally, such necklaces consist of myofibrils of smaller diameter, in oblique orientation, surrounded by mitochondria, sarcoplasmic reticulum and glycogen granules. [PMID:19084976]
HP:0003755	Type 1 fibers relatively smaller than type 2 fibers	This feature can only be observed on muscle biopsy.	The presence of abnormal muscle fiber size such that type 1 fibers are smaller than type 2 fibers. [https://orcid.org/0000-0002-0736-9199]
HP:0012023	Galactosuria		Elevated concentration of galactose in the urine. [https://orcid.org/0000-0002-0736-9199]
HP:0005247	Hypoplasia of the abdominal wall musculature		Underdevelopment of the abdominal musculature. [https://orcid.org/0000-0002-0736-9199]
HP:0011219	Short face	Objective measurement of face height is made with sliding calipers from the nasion, just above the depth of the nasal root to the gnathion, the inferior border of the mandible, both in the midline. Note that short face is distinct from wide face.	Facial height (length) is more than two standard deviations below the mean (objective); or an apparent decrease in the height (length) of the face (subjective). [PMID:19125436]
HP:0008821	Hypoplastic inferior ilia		
HP:0031295	Left atrial enlargement		Increase in size of the left atrium. []
HP:0030718	Right atrial enlargement	This feature can be appreciated on chext radiography, MRI, or CT.	Increase in size of the right atrium. [https://orcid.org/0000-0002-0736-9199]
HP:0025580	Abnormal right atrium morphology		Any structural abnormality of the right atrium. []
HP:0025579	Abnormal left atrium morphology		Any structural abnormality of the left atrium. []
HP:0025023	Rectal atresia		A developmental defect resulting in complete obliteration of the lumen of the rectum. That is, there is an abnormal closure, or atresia of the tubular structure of the rectum. [https://orcid.org/0000-0002-0736-9199, PMID:20006038]
HP:0011255	Absent crus of helix		Continuum between the tragus and ascending helix, without any evidence of a posterior extension (crus) towards the concha. [PMID:19152421]
HP:0005944	Bilateral lung agenesis		Bilateral lack of development of the lungs. [https://orcid.org/0000-0002-0736-9199]
HP:0030868	Monorchism		Having only one testis in the scrotum. [https://orcid.org/0000-0002-0736-9199]
HP:0010285	Oral synechia	These bands must be distinguished from synechiaee between the tongue and palate (glossopalatal ankylosis) and from synechiae arising from the floor of the mouth (as in the subglossopalatal membrane), oropharyngeal isthmus (as in persistent buccopharyngeal membrane) or from the lower lip. If there is a complete soft tissue contiguity between the upper and lower alveolar ridges, the term, Fibrous syngnathia should be used instead.	Fibrous band between the mucosal surfaces of the upper and lower alveolar ridges. [PMID:19125428]
HP:0011949	Acute infectious pneumonia		Acute inflammation of the lung due to an infection. [HPO_CONTRIBUTOR:DDD_tkuijpers]
HP:0100812	Halitosis		Noticeably unpleasant odors exhaled in breathing. [https://orcid.org/0009-0006-4530-3154]
HP:0001326	EEG with irregular generalized spike and wave complexes		EEG shows spikes (<80 ms) and waves, which are recorded over the entire scalp and do not have a specific frequency. [HPO_CONTRIBUTOR:jalbers]
HP:0011231	Prominent eyelashes		Eyelashes that draw the attention of the viewer due to increased density and/or length and/or curl without meeting the criteria of trichomegaly. [PMID:19125427]
HP:0008398	Hypoplastic fifth fingernail		A nail of the fifth finger that is diminished in length and width, i.e., underdeveloped nail of little finger. [https://orcid.org/0000-0002-0736-9199]
HP:0005366	Recurrent streptococcus pneumoniae infections		Increased susceptibility to streptococcus pneumoniae infections as manifested by a history of recurrent infections by streptococcus pneumoniae. [https://orcid.org/0000-0002-0736-9199]
HP:0009933	Narrow naris		Slender, slit-like aperture of the nostril. [https://orcid.org/0000-0002-0736-9199]
HP:0001963	Abnormal speech discrimination		A type of hearing impairment prominently characterized by a difficulty in understanding speech, rather than an inability to hear speech. Poor speech discrimination is a very common symptom of high frequency hearing loss. [https://orcid.org/0000-0002-0736-9199]
HP:0005218	Anoperineal fistula		The presence of a fistula (abnormal tunnel) between the anal canal and the perineum. [https://orcid.org/0000-0002-0736-9199]
HP:0040181	Chapped lip		Cracking, fissuring, and peeling of the skin of the lips. []
HP:0010447	Anal fistula		An abnormal connection between the epithelialised surface of the anal canal and the perianal skin. [https://orcid.org/0000-0002-0736-9199]
HP:0002862	Bladder carcinoma		The presence of a carcinoma of the urinary bladder. [https://orcid.org/0000-0002-0736-9199]
HP:0009725	Bladder neoplasm		The presence of a neoplasm of the urinary bladder. [https://orcid.org/0000-0002-0736-9199]
HP:0100808	Gastric diverticulum	Gastric diverticulum may be asymptomatic or may present with a vague sensation of fullness or discomfort in the upper abdomen, or with acute upper gastrointestinal bleed or perforation.	An outpouching of the gastric wall. [https://orcid.org/0000-0002-0736-9199, PMID:22257431]
HP:0030406	Primary peritoneal carcinoma		A type of cancer that originates in the peritoneum. It is to be distinguished from metastatic cancer of the peritoneum. Peritoneal cancer can occur anywhere in the abdominal space, and affects the surface of organs contained inside the peritoneum. [https://orcid.org/0000-0002-0736-9199]
HP:0025416	Vaginal stricture		A narrowing of the vagina owing to scar formation. []
HP:0001528	Hemihypertrophy		Overgrowth of only one side of the body. [https://orcid.org/0000-0002-0736-9199]
HP:0012583	Unilateral renal hypoplasia		One sided hypoplasia of the kidney. [HPO_CONTRIBUTOR:Eurenomics_fschaefer]
HP:0030409	Renal transitional cell carcinoma		A malignant tumor that arises from the transitional (urothelial) epithelial cells lining the urinary tract from the renal calyces to the ureteral orifice. [https://orcid.org/0000-0002-0736-9199]
HP:0010817	Linear nevus sebaceous		A type of nevus sebaceous with a linear form, raised borders and yellowish color. [https://orcid.org/0000-0002-0736-9199]
HP:0025510	Nevus spilus		A tan, regularly bordered patch with darker macules within the lesion. []
HP:0002891	Uterine leiomyosarcoma	Leiomyosarcoma is a malignant tumor derived form pluripotential mesenchymal stem cells or smooth muscle cells [MPATH].	The presence of a leiomyosarcoma of the uterus. [https://orcid.org/0000-0002-0736-9199]
HP:0006732	Papillary renal cell carcinoma type 2	Papillary renal cell carcinoma type 2 is a common feature of hereditary leiomyomatosis and renal cell cancer; HLRCC (OMIM 150800).	A type of papillary renal cell carcinoma in which the papillae are covered by large eosinophilic cells with pleomorphic nuclei, prominent nucleoli, and nuclear pseudostratification. [https://orcid.org/0000-0002-9113-2978, PMID:12429790]
HP:0100580	Barrett esophagus	The medical significance of Barrett esophagus is its strong association with esophageal adenocarcinoma, a particularly lethal cancer.	An abnormal change (metaplasia) in the cells of the inferior portion of the esophagus. The normal squamous epithelium lining of the esophagus is replaced by metaplastic columnar epithelium. Columnar epithelium refers to a cell type that is typically found in more distal parts of the gastrointestinal system. [https://orcid.org/0009-0006-4530-3154]
HP:0100243	Leiomyosarcoma		A smooth muscle connective tissue tumor, which is rare type of cancer that is a malignant neoplasm of smooth muscle. When such a neoplasm is benign, it is called a leiomyoma. [https://orcid.org/0009-0006-4530-3154]
HP:0007620	Cutaneous leiomyoma	Cutaneous leiomyomata are benign soft tissue neoplasms that arise from smooth muscle cells in the skin.	The presence of leiomyoma of the skin. [https://orcid.org/0000-0002-0736-9199]
HP:0007437	Multiple cutaneous leiomyomas		The presence of multiple leiomyomas of the skin. [https://orcid.org/0000-0002-0736-9199]
HP:0410017	Otitis externa		Inflammation or infection of the external auditory canal (EAC), the auricle, or both. [http://search.medscape.com/search/?q=otitis%20externa, https://orcid.org/0000-0001-5208-3432]
HP:0011131	Perianal dermatitis		The presence of a rash (change of color and texture) of the perianal skin. [https://orcid.org/0000-0002-0736-9199]
HP:0008396	Chronic monilial nail infection		Chronic infection of the nails by Candida species. [https://orcid.org/0000-0002-0736-9199]
HP:0006239	Shortening of all middle phalanges of the toes		Abnormal shortening of all middle phalanges of toes. [https://orcid.org/0000-0002-0736-9199]
HP:0011707	Mobitz I atrioventricular block	Mobitz I atrioventricular block is associated with a normal QRS duration.	Progressive PR interval prolongation with the subsequent occurrence of a single nonconducted P wave that results in a pause. The pause that follows the nonconducted impulse is less than fully compensatory (less than the sum of two normal sinus intervals). [HPO_CONTRIBUTOR:DDD_dbrown, https://orcid.org/0000-0002-0736-9199]
HP:0011704	Sick sinus syndrome		An abnormality involving the generation of the action potential by the sinus node and is characterized by an atrial rate inappropriate for physiological requirements. Manifestations include severe sinus bradycardia, sinus pauses or arrest, sinus node exit block, chronic atrial tachyarrhythmias, alternating periods of atrial bradyarrhythmias and tachyarrhythmias, and inappropriate responses of heart rate during exercise or stress. [PMID:17420362]
HP:0031192	Abnormal morphology of left ventricular trabeculae		Any structural anomaly of the muscular columns which project from the inner surface of the left ventricle of the heart (cardiac trabeculae, trabeculae carneae). []
HP:0030682	Left ventricular noncompaction		Left ventricular noncompaction (LVNC) is defined by 3 markers: prominent left ventricular (LV) trabeculae, deep intertrabecular recesses, and the thin compacted layer. [PMID:16670098, PMID:25443708]
HP:0030681	Abnormal morphology of myocardial trabeculae		Any structural anomaly of the muscular columns which project from the inner surface of the right and left ventricles of the heart (cardiac trabeculae, trabeculae carneae). []
HP:0025478	Atrial standstill		Atrial standstill or silent atrium is a rare condition presenting with the absence of electrical and mechanical activity in the atria. It presents with the absence of P waves, bradycardia, and wide QRS complex in the electrocardiogram. [PMID:23074623]
HP:0031181	Necrolytic migratory erythema	This feature can be a manifestation of glucagonoma and other cancers.	Acral or periorificial lesions that evolve in recurrent crops, with an annular and migratory distribution. [PMID:20054043]
HP:0005236	Chronic calcifying pancreatitis		A form of chronic pancreatitis that is characterized by calcification. [https://orcid.org/0000-0002-0736-9199]
HP:0008205	Insulin-dependent but ketosis-resistant diabetes		Ketosis-resistant diabetes is a synonym for type II diabetes. This term thus refers to a form of type II diabetes in which patients are dependent on insulin. [https://orcid.org/0000-0002-0736-9199]
HP:0032453	Abnormal lip pigmentation		Abnormal coloring of the lip, whereby the lip discolored, blotchy, or darker or lighter than normal. []
HP:0012119	Methemoglobinemia		Abnormally increased levels of methemoglobin in the blood. In this form of hemoglobin, there is an oxidized ferric iron (Fe +3) rather than the reduced ferrous form (Fe 2+) that is normally found in hemoglobin. Methemoglobin has a reduced affinity for oxygen, resulting in a reduced ability to release oxygen to tissues. [https://orcid.org/0000-0002-0736-9199]
HP:0007112	Temporal cortical atrophy		Atrophy of the temporal cortex. [https://orcid.org/0000-0002-0736-9199]
HP:0025118	Lip discoloration		Lightening or darkening of the lips from their usual coloring. []
HP:0005948	Multiple pulmonary cysts	Emphysematous changes sometimes can be mistaken for multifocal lung cysts. In contrast to true cysts, the cystlike lucencies caused by the destruction of lung parenchyma in emphy-sema do not have walls. Nevertheless, emphysema can be accompanied by multiple cysts, such as bullae, or in association with LCH.	The presence of multiple lung cysts. [PMID:20028879]
HP:0025390	Reticular pattern on pulmonary HRCT	The constituents of the reticular pattern may be all or some of the following: interlobular septal thickening, intralobular interstitial thickening, wall cysts of honeycombing, peribronchovascular interstitial thickening and traction bronchiectasis/bronchiolectasis	On pulmonary high-resolution computed tomography, reticular pattern is characterised by innumerable interlacing shadows suggesting a mesh. [PMID:23247773]
