disorder_id,name,orpha_code,definition,prevalence_geo
22930,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,404493,"A rare hereditary ataxia characterized by an early onset symptomatic generalized epilepsy, progressive cerebellar ataxia resulting in significant difficulties to walk or wheelchair dependency, and intellectual disability.",Worldwide=<1 / 1 000 000
17941,MEDNIK syndrome,171851,"A rare disorder of copper metabolism characterized by intellectual deficit, enteropathy, sensorineural hearing loss, peripheral neuropathy, lamellar and erythrodermic ichthyosis, and keratodermia.",Worldwide=<1 / 1 000 000
23157,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,423454,"Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome is a rare genetic ectodermal dysplasia syndrome characterized by short stature, nail dystrophy and/or nail loss, oral mucosa and/or tongue hyperpigmentation, dentition abnormalities (delayed teeth eruption, hypodontia, enamel hypoplasia), keratoderma on the margins of the palms and soles and focal hyperkeratosis on the dorsum of the hands and feet. Additionally, dysphagia with esophageal strictures, sensorineural deafness, bronchial asthma and severe iron-deficiency anemia have been observed.",Worldwide=<1 / 1 000 000
17003,Short stature due to primary acid-labile subunit deficiency,140941,"Short stature due to primary acid-labile subunit (ALS) deficiency is characterized by moderate postnatal growth deficit, markedly low circulating levels of insulin-like growth factor 1 (IGF-1) and insulin-like growth factor binding protein 3 (IGFBP-3), and hyperinsulinemia, in the absence of growth hormone (GH) deficiency or GH insensitivity.",Europe=<1 / 1 000 000
22828,Autosomal recessive spastic paraplegia type 61,401780,"Autosomal recessive spastic paraplegia type 61 (SPG61) is a rare, complex form of hereditary spastic paraplegia characterized by an onset in infancy of spastic paraplegia (presenting with the inability to walk unsupported and a scissors gait) associated with a motor and sensory polyneuropathy with loss of terminal digits and acropathy. SPG61 is due to a mutation in the <i>ARL6IP1</i> gene (16p12-p11.2) encoding the ADP-ribosylation factor-like protein 6-interacting protein 1.",Worldwide=<1 / 1 000 000
14820,Spinocerebellar ataxia type 28,101109,"Spinocerebellar ataxia type 28 (SCA28) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I; see this term). It is characterized by juvenile onset, slowly progressive cerebellar ataxia due to Purkinje cell degeneration.",Unknown
21449,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,313772,"Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome is a rare hereditary spastic ataxia disorder characterized by childhood onset of slowly progressive lower limb spastic paraparesis and cerebellar ataxia (with dysarthria, swallowing difficulties, motor degeneration), associated with sensorimotor neuropathy (including muscle weakness and distal amyotrophy in lower extremities) and progressive myoclonic epilepsy. Ocular signs (ptosis, oculomotor apraxia), dysmetria, dysdiadochokinesia, dystonic movements and myoclonus may also be associated.",Worldwide=<1 / 1 000 000
16918,"Distal hereditary motor neuropathy, Jerash type",139552,"A rare, genetic, neuromuscular disease characterized by progressive, symmetrical, moderate to severe, distal muscle weakness and atrophy, without sensory involvement, first affecting the lower limbs (towards the end of the first decade) and then involving (within two years) the upper extremities. Patients typically develop foot drop, pes varus, hammer toes and claw hands. Pyramidal tract signs (such as brisk knee reflexes and positive Babinski sign) with absent ankle reflexes are initially associated but regress as disease stabilizes (~10 years after onset).",Worldwide=<1 / 1 000 000
2715,Ramon syndrome,3019,"A rare, genetic, primary bone dysplasia syndrome characterized by bilateral, painless swelling of the face extending from the mandible to the inferior orbital margins (cherubism), epilepsy, gingival fibromatosis (possibly obscuring teeth), and intellectual disability. Other associated variable features include hypertrichosis, stunted growth, juvenile rheumatoid arthritis, and development of ocular abnormalities (e.g. pigmentary retinopathy, optic disc pallor, Axenfeld anomaly). Radiological images typically show bilateral multifocal radiolucency involving the body, angle and ramus of the mandible and coronoid process.",Worldwide=<1 / 1 000 000
23038,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,412022,"Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome is a syndromic developmental defect of the eye characterized by dislocated or subluxated crystalline lenses, anterior segment abnormalities, and distinctive facial features such as flat cheeks and a prominent, beaked nose. Affected individuals may develop nontraumatic conjunctival cysts, also referred to as filtering blebs.",Worldwide=<1 / 1 000 000
25083,BVES-related limb-girdle muscular dystrophy,476084,"A rare subtype of autosomal recessive limb-girdle muscular dystrophy characterized by atrioventricular block resulting in repeated syncope episodes, elevated creatine kinase serum levels and adult-onset of slowly progressive proximal limb skeletal muscle weakness and atrophy. Muscular dystrophic changes observed in muscle biopsy include diameter variability, increased central nuclei, and presence of necrotic and regenerating fibers.",Worldwide=<1 / 1 000 000
14704,Autosomal dominant spastic paraplegia type 12,100993,"A pure form of hereditary spastic paraplegia characterized by a childhood- to adulthood-onset of slowly progressive lower limb spasticity and hyperreflexia of lower extremities, extensor plantar reflexes, distal sensory impairment, variable urinary dysfunction and pes cavus.",Worldwide=<1 / 1 000 000
3327,Sneddon syndrome,820,Sneddon's syndrome (SS) is a rare non-inflammatory thrombotic vasculopathy characterized by the combination of cerebrovascular disease with livedo racemosa.,Unknown
22938,Vasculitis due to ADA2 deficiency,404553,"Vasculitis due to ADA2 deficiency is a rare, genetic, systemic and rheumatologic disease due to adenosine deaminase-2 inactivating mutations, combining variable features of autoinflammation, vasculitis, and a mild immunodeficiency. Variable clinical presentation includes chronic or recurrent systemic inflammation with fever, livedo reticularis or racemosa, early-onset ischemic or hemorrhagic strokes, peripheral neuropathy, abdominal pain, hepatosplenomegaly, portal hypertension, cutaneous polyarteritis nodosa, variable cytopenia and immunoglobulin deficiency.",Worldwide=<1 / 1 000 000
21758,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency,324262,"A rare, genetic, slowly progressive neurodegenerative disease resulting from MGLUR1 deficiency characterized by global developmental delay (beginning in infancy), mild to severe intellectual deficit with poor or absent speech, moderate to severe stance and gait ataxia, pyramidal signs (e.g. hyperreflexia) and mild dysdiadochokinesia, dysmetria, tremors, and/or dysarthria. Oculomotor signs, such as nystagmus, strabismus, ptosis and hypometric saccades, may also be associated. Brain imaging reveals progressive, generalized, moderate to severe cerebellar atrophy, inferior vermian hypoplasia, and/or constitutionally small brain.",Worldwide=<1 / 1 000 000
22932,Chondromyxoid fibroma,404507,"A rare bone tumor characterized by a benign lesion composed of lobules of spindle shaped or stellate cells and an abundant myxoid or chondroid matrix. The tumor may occur in almost any osseous location but is most common in long bones, in particular the proximal tibia and the distal femur. Pain is the most common presenting symptom. Prognosis is excellent even in cases with local recurrence.",Worldwide=<1 / 1 000 000
10405,Combined deficiency of factor V and factor VIII,35909,A rare inherited bleeding disorder due to the reduction in activity and antigen levels of both factor V (FV) and factor VIII (FVIII) and characterized by mild-to-moderate bleeding symptoms.,"Europe=1-9 / 1 000 000;Iran, Islamic Republic of=1-9 / 100 000"
23331,Thrombomodulin-related bleeding disorder,436169,"A rare genetic coagulation disorder characterized by marked bleeding tendency and posttraumatic bleeding with easy bruising, soft tissue and muscle bleeding, hemarthroses, and menorrhagia due to an increase of soluble thrombomodulin in plasma with subsequent protein C activation and reduction of thrombin generation within a potential thrombus. Abnormal laboratory findings include markedly elevated plasma thrombomodulin, reduced prothrombin consumption, and decreased thrombin generation.",Worldwide=<1 / 1 000 000
12564,Spinocerebellar ataxia with axonal neuropathy type 1,94124,"Spinocerebellar ataxia with axonal neuropathy type 1 is a rare, genetic neurological disorder characterized by a late childhood onset of slowly progressive cerebellar ataxia. Initial manifestations include weakness and atrophy of distal limb muscles, areflexia and loss of pain, vibration and touch sensations in upper and lower extremities. Gaze nystagmus, cerebellar dysarthria, peripheral neuropathy, stepagge gait and pes cavus develop as disease progresses. Cerebellar atrophy (especially of the vermis) is present in all affected individuals. Additional reported manifestations include seizures, mild brain atrophy, mild hypercholesterolemia and borderline hypoalbuminemia.",Worldwide=<1 / 1 000 000
21994,Immunodeficiency due to MASP-2 deficiency,331187,"Immunodeficiency due to MASP-2 deficiency is a rare, genetic immunodeficiency due to a complement cascade protein anomaly characterized by low serum levels of MASP-2 and a variable susceptibility to bacterial infections (e.g. pulmonary tuberculosis, pneumococcal pneumonia, skin abscesses and sepsis), and autoimmune diseases (e.g. inflammatory lung disease, cystic fibrosis, systemic lupus erythematosus). In many cases it remains asymptomatic.",Worldwide=<1 / 1 000 000
12289,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,93358,"Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome is a rare, genetic primary bone dysplasia disorder characterized by disproportionate short stature with shortening of upper and lower limbs, short and broad fingers with short hands, narrowed chest with rib abnormalities and pectus excavatum, abnormal chondral calcifications (incl. larynx, trachea and costal cartilages) and facial dysmorphism (frontal bossing, hypertelorism, prominent eyes, short flat nose, wide nostrils, high-arched palate, long philtrum). Platyspondyly (esp. of cervical spine) and abnormal epiphyses and metaphyses are observed on radiography. Atlantoaxial instability causing spinal compression and recurrent respiratory disease are potential complications that may result lethal.",Worldwide=<1 / 1 000 000
12248,Multiple epiphyseal dysplasia type 5,93311,"Multiple epiphyseal dysplasia type 5 is a multiple epiphyseal dysplasia characterized by an early-onset of pain and stiffness (involving knee and hip), progressive deformity of the extremities and precocious osteoarthritis associated with delayed and irregular ossification of epiphyses. Features specific to multiple epiphyseal dysplasia, type 5 include normal stature and lesser incidence of gait abnormalities. Radiographs reveal epiphyseal and metaphyseal irregularities. Multiple epiphyseal dysplasia type 5 follows an autosomal dominant mode of transmission.",Worldwide=<1 / 1 000 000
17135,"Spondyloepimetaphyseal dysplasia, matrilin-3 type",156728,"A rare primary bone dysplasia due to matrilin-3 varaints and characterized by disproportionate early-onset dwarfism, bowing of the lower limbs, short, wide and stocky long bones with severe epiphyseal and metaphyseal changes, lumbar lordosis, hypoplastic iliac bones, flat ovoid vertebral bodies and normal hands.",Worldwide=<1 / 1 000 000
20315,Autoimmune lymphoproliferative syndrome with recurrent viral infections,275517,A rare genetic disorder characterized by lymphadenopathy and/or splenomegaly and recurrent infections due to herpes viruses.,Worldwide=<1 / 1 000 000
10345,Familial primary hypomagnesemia with normocalciuria and normocalcemia,34527,"A form of familial primary hypomagnesemia (FPH), characterized by low serum magnesium (Mg) values but inappropriate normal urinary Mg values (i.e. renal hypomagnesemia). The typical symptoms are weakness of the limbs, vertigo, headaches, seizures, brisk tendon reflexes and mild to moderate psychomotor delay.",Worldwide=<1 / 1 000 000
11137,Congenital bile acid synthesis defect type 4,79095,"Congenital bile acid synthesis defect type 4 (BAS defect type 4) is an anomaly of bile acid synthesis (see this term) characterized by mild cholestatic liver disease, fat malabsorption and/or neurological disease.",Worldwide=<1 / 1 000 000
10397,Aromatic L-amino acid decarboxylase deficiency,35708,"A rare, severe, genetic neurometabolic disorder associated with clinical manifestations related to impaired synthesis of dopamine, noradrenaline, adrenaline and serotonin. Clinical manifestations are typically characterized by early-onset muscular hypotonia, movement disorders (oculogyric crisis, dystonia), developmental delay, ptosis and non-motor symptoms (sleep disturbance, irritability, excessive sweating, and nasal congestion).",Worldwide=<1 / 1 000 000
12654,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,95699,"Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency is a unique form of congenital adrenal hyperplasia (CAH; see this term) characterized by glucocorticoid deficiency, severe sexual ambiguity in both sexes and skeletal (especially craniofacial) malformations.",Unknown
1660,Lethal congenital contracture syndrome type 1,1486,"Lethal congenital contracture syndrome type 1 is a rare, genetic arthrogryposis syndrome characterized by total fetal akinesia (detectable since the 13th week of gestation) accompanied by hydrops, micrognathia, pulmonary hypoplasia, pterygia and multiple joint contractures (usually flexion contractures in the elbows and extension in the knees), leading invariably to death before the 32nd week of gestation. Lack of anterior horn motoneurons, severe atrophy of the ventral spinal cord and severe skeletal muscle hypoplasia are characteristic neuropathological findings, with no evidence of other organ structural anomalies.",Unknown
10738,Arthrogryposis-anterior horn cell disease syndrome,53696,"A rare arthrogryposis syndrome characterized by the association of arthrogryposis multiplex congenita and a severe form of motor neuron disease with loss of anterior horn cells in the spinal cord. Patients present with fetal akinesia deformation sequence with multiple contractures and facial anomalies, such as low-set ears, hypoplastic jaw, and short neck, as well as hypotonia and respiratory insufficiency. Some patients may survive into childhood and show developmental delay, markedly decreased muscle bulk, dystonic and involuntary movements, ataxia, and poor speech.",Worldwide=<1 / 1 000 000
21937,Spastic paraplegia-Paget disease of bone syndrome,329475,"Spastic paraplegia-Paget disease of bone syndrome is an extremely rare, complex form of hereditary spastic paraplegia characterized by a slowly progressive spastic paraplegia (with increased muscle tone, decreased strength in the anterior tibial muscles and hyperreflexia in the lower extremities with Babinski sign) presenting in adulthood, associated with Paget disease of the bone. Cognitive decline, dementia and myopathic changes at muscle biopsy have not been reported.",Worldwide=<1 / 1 000 000
21938,Adult-onset distal myopathy due to VCP mutation,329478,"A rare, genetic distal myopathy disorder characterized by middle age-onset of distal leg muscle weakness, atrophy in the anterior compartment resulting in foot drop, without proximal or scapular skeletal muscle weakness. Rapidly progressive dementia, Paget disease of bone and hand weakness have been reported. Muscle biopsy shows pronounced myopathic changes with rimmed vacuoles.",Worldwide=<1 / 1 000 000
23294,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,435387,"A rare, axonal hereditary motor and sensory neuropathy characterized by progressive distal muscle weakness and atrophy of variable onset and severity. Patients present with postural instability, gait and running difficulties, decreased deep tendon reflexes, foot deformities, fine motor impairment, and distal sensory impairment. Dysarthria, dysphagia, and mild cognitive and behavioral abnormalities have also been reported.",Worldwide=<1 / 1 000 000
11270,Pyruvate dehydrogenase E2 deficiency,79244,"A very rare form of pyruvate dehydrogenase deficiency (PDHD) characterized by variable lactic acidosis and neurological dysfunction, mainly appearing during childhood.",Unknown
11185,Isobutyryl-CoA dehydrogenase deficiency,79159,"Isobutyryl-CoA dehydrogenase deficiency is an inborn error of valine metabolism. The prevalence is unknown. Only one symptomatic patient (with anaemia, failure to thrive, dilated cardiomyopathy and plasma carnitine deficiency) has been described so far, but several series of patients have been identified through newborn screening programs relying on detection of increased C(4)-carnitine levels by tandem mass spectrometry. The disorder is caused by mutations in the <i>ACAD8</i> gene (11q25).",Unknown
20611,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,284435,,Unknown
20702,Hypocalcemic vitamin D-dependent rickets,289157,"An early-onset hereditary vitamin D metabolism disorder characterized by severe hypocalcemia leading to osteomalacia and rachitic bone deformations, and moderate hypophosphatemia.",Europe=1-5 / 10 000
3652,Congenital factor X deficiency,328,A rare inherited bleeding disorder with a decreased antigen and/or activity of factor X (FX) and characterized by mild to severe bleeding symptoms.,Europe=1-9 / 1 000 000
20709,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency,289307,"Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency is a rare, genetic, inborn error of branched-chain amino acid metabolism disorder, with a highly variable clinical and biochemical phenotype, typically characterized by mild to severe global developmental delay, elevated methylmalonic acid and, occasionally, lactic acid plasma levels, and chronic methylmalonic aciduria, which may be accompanied by elevation of additional organic or amino acids in urine (e.g. beta-alanine, methionine, 3-hydroxypropionic, 3-aminoisobutyric and/or 3-hydroxyisobutyric acid). Microcephaly, mild craniofacial dysmorphism, axial hypotonia, liver failure, and central nervous system abnormalities on MRI have also been reported.",Europe=<1 / 1 000 000
13886,Congenital dyserythropoietic anemia type I,98869,Congenital dyserythropoietic anemiatype I (CDA I) is a hematologic disorder of erythropoiesis characterized by moderate to severe macrocytic anemia occasionally associated with limb or nail deformities and scoliosis.,Europe=<1 / 1 000 000;Worldwide=<1 / 1 000 000
18399,15q13.3 microdeletion syndrome,199318,15q13.3 microdeletion (microdel15q13.3) syndrome is characterized by a wide spectrum of neurodevelopmental disorders with no or subtle dysmorphic features.,Unknown
20062,COG5-CDG,263487,"COG5-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case to date by moderate mental retardation with slow and inarticulate speech, truncal ataxia, and mild hypotonia.",Worldwide=<1 / 1 000 000
23187,Progressive myoclonic epilepsy type 8,424027,"A rare, genetic, neurological disorder characterized by childhood to adolescent-onset of action myoclonus, generalized tonic-clonic seizures, and slowly progressive, moderate to severe cognitive impairment that may lead to dementia. EEG reveals progressive slowing of background activity and epileptic abnormalities and brain MRI shows cerebellar and brainstem atrophy.",Worldwide=<1 / 1 000 000
22713,Combined immunodeficiency due to MALT1 deficiency,397964,"Combined immunodeficiency due to MALT1 deficiency is a rare, genetic form of primary immunodeficiency characterized by growth retardation, early recurrent pulmonary infections leading to bronchiectasis, inflammatory gastrointestinal disease, and other symptoms, such as rash, dermatitis, skin infections.",Worldwide=<1 / 1 000 000
12288,SPONASTRIME dysplasia,93357,"A rare, genetic, spondyloepimetaphyseal dysplasia disease characterized by short-limbed short stature (more pronounced in lower limbs) associated with characterisitic facial dysmorphism (i.e. relative macrocephaly, frontal bossing, midface hypoplasia, depressed nasal root, small upturned nose, prognathism) and abnormal radiological findings, which include abnormal vertebral bodies (particularly in the lumbar region), striated metaphyses, generalized mild osteoporosis, and delayed ossification of the carpal bones. Progressive coxa vara, short dental roots, hypogammaglobulinemia and cataracts may be occasionally associated.",Worldwide=<1 / 1 000 000
22078,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,352563,"A rare mitochondrial oxidative phosphorylation disorder with complex I and IV deficiency characterized by hypertrophic cardiomyopathy, hepatic steatosis with elevated liver transaminases, exercise intolerance and muscle weakness. Neuro-opthalmological features (hemiplegic migraine, Leigh-like lesions on brain MRI, pigmentary retinopathy) have been reported later in life.",Worldwide=<1 / 1 000 000
18685,Urocanic aciduria,210128,Encephalopathy due to urocanase deficiency is an extremely rare histidine metabolism disorder characterized by urocanic aciduria and other variable manifestations including intellectual deficit and intermittent ataxia in the 4 cases reported to date.,Worldwide=<1 / 1 000 000
22609,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,391348,"Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome is a rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by intrauterine growth retardation, microcephaly, hypotonia, vision impairment, speech and language delay and lactic acidosis with reduced respiratory chain activity (typically complex I). Additonal features may include macrocytic anemia, tremor, muscular atrophy, dysmetria and mild intellectual disability.",Worldwide=<1 / 1 000 000
23733,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,457485,"A rare multiple congenital anomalies/dysmorphic syndrome with intellectual disability, characterized by macrocephaly, intellectual disability, seizures, dysmorphic facial features (including tall forehead, downslanting palpebral fissures, hypertelorism, depressed nasal bridge, and macrostomia), megalencephaly, and small thorax. Other reported features are umbilical hernia, muscular hypotonia, global developmental delay, autistic behavior, and café-au-lait spots, among others.",Worldwide=<1 / 1 000 000
20063,DPM3-CDG,263494,"DPM3-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case by muscle weakness, waddling gait and dilated cardiomyopathy (see this term).",Worldwide=<1 / 1 000 000
23198,TOR1AIP1-related limb-girdle muscular dystrophy,424261,"A form of limb-girdle muscular dystrophy, presenting in the first or second decades of life, characterized by slowly progressive proximal and distal muscle weakness and atrophy. Additional manifestations include contractures of the proximal and distal interphalangeal hand joints, rigid spine, restricted pulmonary function, and mild cardiomyopathy.",Worldwide=<1 / 1 000 000
19522,Autosomal dominant secondary polycythemia,247511,"A rare, genetic, hematologic disease characterized by increased levels of serum hemoglobin, hematocrit and erythrocyte mass, associated with elevated or inappropriately normal erythropoietin serum levels, occurring in various members of a family and with autosomal dominant inheritance.",Unknown
24171,LIMS2-related limb-girdle muscular dystrophy,466801,"A subtype of autosomal recessive limb girdle muscular dystrophy characterized by childhood onset of severe, progressive, proximal skeletal muscle weakness and atrophy of the upper and lower limbs with later involvement of distal muscles and development of severe quadraparesis, calf hypertrophy, triangular tongue, and dilated cardiomyopathy. Skeletal muscles undergo diffuse, bilateral, symmetric and severe atrophy with fat infiltration.",Worldwide=<1 / 1 000 000
10901,Hyaluronidase deficiency,67041,"A rare form of mucopolysaccharidosis characterized by abnormal storage of hyaluronan in lysosomes due to deficiency of hyaluronidase 1. Clinical manifestations include knee and/or hip pain associated with swelling, diffuse joint involvement with proliferative synovitis and occurrence of multiple periarticular soft-tissue masses, short stature, and dysmorphic craniofacial features (such as flattened nasal bridge, bifid uvula, and cleft palate).",Europe=<1 / 1 000 000
996,Cherubism,184,"Cherubism is a rare, self-limiting, fibro-osseous, genetic disease of childhood and adolescence characterized by varying degrees of progressive bilateral enlargement of the mandible and/or maxilla, with clinical repercussions in severe cases.",Unknown
21580,Severe combined immunodeficiency due to DNA-PKcs deficiency,317425,"Severe combined immunodeficiency (SCID) due to DNA-PKcs deficiency is an extremely rare type of SCID (see this term) characterized by the classical signs of SCID (severe and recurrent infections, diarrhea, failure to thrive), absence of T and B lymphocytes, and cell sensitivity to ionizing radiation.",Worldwide=<1 / 1 000 000
20609,"Phosphoserine aminotransferase deficiency, infantile/juvenile form",284417,"Phosphoserine aminotransferase deficiency is an extremely rare form of serine deficiency syndrome (see this term) characterized clinically in the two reported cases to date by acquired microcephaly, psychomotor retardation, intractable seizures and hypertonia.",Europe=<1 / 1 000 000
11726,DPAGT1-CDG,86309,"DPAGT1-CDG is a form of congenital disorders of N-linked glycosylation characterized by hypotonia, intractable seizures, developmental delay, microcephaly and severe fetal hypokinesia. Additional features that may be observed include apnea and respiratory deficiency, cataracts, joint contractures, vermian hypoplasia, dysmorphic features (esotropia, arched palate, micrognathia, finger clinodactyly, single flexion creases) and feeding difficulties. The disease is caused by loss-of-function mutations in the gene <i>DPAGT1 </i> (11q23.3).",Worldwide=<1 / 1 000 000
22879,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,402364,"Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly is a rare, central nervous system malformation syndrome characterized by progressive microcephaly with profound motor delay and intellectual disability, associated with hypertonia, spasticity, clonus, and seizures, with brain imaging revealing severe cerebral and cerebellar atrophy, and poor myelination.",Worldwide=<1 / 1 000 000
14794,Charcot-Marie-Tooth disease type 1C,101083,"A rare, autosomal dominant, hereditary, demyelinating motor and sensory neuropathy which may present either as a classic Charcot-Marie-Tooth disease phenotype with distal motor weakness and wasting, gait difficulties, parethesias, decreased vibration and pain sensation, or as a milder, predominantly sensory form with transient paresthesias, decreased sensation and distal pain in upper or lower limbs, without significant motor weakness. Pes cavus is a common feature, and additional symptoms may include hand tremor and decreased or absent deep tendon reflexes.",Europe=<1 / 1 000 000
27636,Inflammatory bowel disease-recurrent sinopulmonary infections syndrome,529980,"A rare genetic immune disease characterized by recurrent sinopulmonary infections and autoimmune enterocolopathy, manifesting as frequent episodes of intractable diarrhea with abdominal pain and fever, accompanied by eczematous rashes, due to deficits in components of innate and adaptive immunity. Immunologic abnormalities include IgG subclass deficiency, impaired antigen-induced lymphocyte proliferation, reduced cytokine production by CD8+ T lymphocytes, and decreased numbers of natural killer cells.",Worldwide=<1 / 1 000 000
3577,Gamma-aminobutyric acid transaminase deficiency,2066,"Gamma-aminobutyric acid transaminase (GABA-T) deficiency is an extremely rare disorder of GABA metabolism characterized by a severe neonatal-infantile epileptic encephalopathy (manifesting with symptoms such as seizures, hypotonia, hyperreflexia and developmental delay) and growth acceleration.",Worldwide=<1 / 1 000 000
20482,Progressive myoclonic epilepsy type 6,280620,"A rare, genetic, neurological disorder characterized by early-onset, progressive ataxia associated with myoclonic seizures (frequently associated with other seizure types such as generalized tonic-clonic, absence and drop attacks), scoliosis of variable severity, areflexia, elevated creatine kinase serum levels, and relative preservation of cognitive function until late in the disease course.",Worldwide=<1 / 1 000 000
21232,Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome,306558,"Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome is a rare, genetic, neurologic disease characterized by congenital microcephaly, severe, early-onset epileptic encephalopathy (manifesting as intractable, myoclonic and/or tonic-clonic seizures), permanent, neonatal, insulin-dependent diabetes mellitus, and severe global developmental delay. Muscular hypotonia, skeletal abnormalities, feeding difficulties, and dysmorphic facial features (including narrow forehead, anteverted nares, small mouth with deep philtrum, tented upper lip vermilion) are frequently associated. Brain MRI reveals cerebral atrophy with cortical gyral simplification and aplasia/hypoplasia of the corpus callosum.",Worldwide=<1 / 1 000 000
12922,Right sided atrial isomerism,97548,"A rare heterotaxia characterized by complex congenital heart malformations and abnormal lateralization of other thoracic and abdominal organs due to embryonic disruption of the left-right axis development. Cardiac defects include dextrocardia or mesocardia, common atrioventricular valve associated with complete atrioventricular septal defect or common atrium, transposition or malposition of the great arteries, and total anomalous pulmonary venous drainage, among others. Cardiac arrhythmias are frequently observed. Typical abnormalities of other organs are bilateral trilobed lungs, midline liver, and asplenia. Patients present in the newborn period with severe cardiac failure and cyanosis. Prognosis is poor.",Unknown
23770,Autosomal recessive spastic paraplegia type 75,459056,"Autosomal recessive spastic paraplegia type 75 is a rare, complex hereditary spastic paraplegia characterized by an early onset and slow progression of spastic paraplegia associated with cerebellar signs, nystagmus, peripheral neuropathy, extensor plantar responses and borderline to mild intellectual disability. Additional features of hypo- or areflexia, mild upper limb involvement and significant visual impairment (optic atrophy, vision loss, astigmatism) have been reported.",Worldwide=<1 / 1 000 000
19596,AICA-ribosiduria,250977,"A rare and severe inborn metabolic disease characterized clinically by the association of severe-to-profound neurodevelopmental impairment, severe visual impairment, ante-postnatal growth impairment, severe scoliosis and, frequently, early-onset epilepsy.",Worldwide=<1 / 1 000 000
11349,MPDU1-CDG,79323,"The CDG (Congenital Disorders of Glycosylation) syndromes are a group of autosomal recessive disorders affecting glycoprotein synthesis. CDG syndrome type If is characterised by psychomotor delay, seizures, failure to thrive, and cutaneous and ocular anomalies.",Worldwide=<1 / 1 000 000
2583,Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome,2848,"Camptodactyly-arthropathy-coxa-vara-pericarditis (CACP) syndrome is a rare, genetic, rheumatologic disease characterized by congenital or early-onset camptodactyly and symmetrical, polyarticular, non-inflammatory, large joint arthropathy with synovial hyperplasia, as well as progressive coxa vara deformity and, occasionally, non-inflammatory pericarditis.",Worldwide=<1 / 1 000 000
17945,Autosomal dominant spastic paraplegia type 42,171863,"A pure form of hereditary spastic paraplegia characterized by slowly progressive spastic paraplegia of lower extremities with an age of onset ranging from childhood to adulthood and patients presenting with spastic gait, increased tendon reflexes in lower limbs, extensor plantar response, weakness and atrophy of lower limb muscles and, in rare cases, pes cavus. No abnormalities are noted on magnetic resonance imaging.",Worldwide=<1 / 1 000 000
21109,Congenital cataract-hearing loss-severe developmental delay syndrome,300313,"Congenital cataract-hearing loss-severe developmental delay syndrome is a rare, genetic, lethal, neurometabolic disease characterized by congenital cataracts, sensorineural hearing loss, severe psychomotor developmental delay, severe, generalized muscular hypotonia, and central nervous system abnormalities (incl. cerebellar and cerebral hypoplasia, hypomyelination, wide subarachnoid spaces), in the presence of low serum copper and ceruloplasmin. Nystagmus and seizures have also been reported.",Worldwide=<1 / 1 000 000
11163,Generalized epilepsy-paroxysmal dyskinesia syndrome,79137,"Generalized epilepsy-paroxysmal dyskinesia syndrome is characterised by the association of paroxysmal dyskinesia and generalised epilepsy (usually absence or generalised tonic-clonic seizures) in the same individual or family. The prevalence is unknown. Analysis in one of the reported families led to the identification of a causative mutation in the <i>KCNMA1</i> gene (chromosome 10q22), encoding the alpha subunit of the BK channel. Transmission is autosomal dominant.",Unknown
1686,SPECC1L-related hypertelorism syndrome,1519,"A rare autosomal dominant malformation syndrome characterized by hypertelorism, omphalocoele, cleft lip, ear pits, uterine malformation (bicornuate uterus), and more variably by diaphragmatic hernia and congenital heart defects.",Worldwide=<1 / 1 000 000
